    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    1540   1.540E+04     0.0046   1.000E+01   0.0000   0.0032   1.583E-16   1.08781618E-16   5.86419295E-31   2.92835369E+02
    1550   1.550E+04     0.0037   1.000E+01   0.0000   0.0032   1.207E-16  -1.86735754E-16   3.81160783E-31   2.92834308E+02
    1560   1.560E+04     0.0037   1.000E+01   0.0000   0.0032   1.856E-16  -1.25333771E-16   8.04537423E-31   2.92833247E+02
    1570   1.570E+04     0.0037   1.000E+01   0.0000   0.0032   1.695E-16   3.88216658E-16   8.19109165E-31   2.92832187E+02
    1580   1.580E+04     0.0040   1.000E+01   0.0000   0.0032   1.183E-16   2.75965593E-16   5.84994993E-31   2.92831126E+02
    1590   1.590E+04     0.0041   1.000E+01   0.0000   0.0032   1.496E-16   1.42572586E-16   4.86488253E-31   2.92830065E+02
    1600   1.600E+04     0.0037   1.000E+01   0.0000   0.0032   1.620E-16   1.46439573E-16   8.69453174E-31   2.92829005E+02
    1610   1.610E+04     0.0037   1.000E+01   0.0000   0.0032   1.910E-16  -5.72097346E-17   7.58758783E-31   2.92827944E+02
    1620   1.620E+04     0.0037   1.000E+01   0.0000   0.0032   1.830E-16  -1.31260743E-16   7.89408592E-31   2.92826884E+02
    1630   1.630E+04     0.0061   1.000E+01   0.0000   0.0032   1.798E-16   7.37980279E-17   6.04049579E-31   2.92825824E+02
    1640   1.640E+04     0.0042   1.000E+01   0.0000   0.0032   2.248E-16   3.44631731E-16   7.18615912E-31   2.92824764E+02
    1650   1.650E+04     0.0037   1.000E+01   0.0000   0.0032   2.127E-16  -1.95047971E-16   7.93079958E-31   2.92823704E+02
    1660   1.660E+04     0.0037   1.000E+01   0.0000   0.0032   1.603E-16   3.60063541E-16   6.29724528E-31   2.92822644E+02
    1670   1.670E+04     0.0038   1.000E+01   0.0000   0.0032   2.118E-16   2.92120205E-16   8.82175408E-31   2.92821584E+02
    1680   1.680E+04     0.0037   1.000E+01   0.0000   0.0032   2.329E-16  -3.45029271E-16   1.05260746E-30   2.92820524E+02
    1690   1.690E+04     0.0037   1.000E+01   0.0000   0.0032   1.995E-16   3.70977843E-16   8.47659634E-31   2.92819465E+02
    1700   1.700E+04     0.0037   1.000E+01   0.0000   0.0032   1.271E-16  -9.25185854E-18   5.81230444E-31   2.92818405E+02
    1710   1.710E+04     0.0039   1.000E+01   0.0000   0.0032   1.336E-16   2.57425736E-16   5.07242071E-31   2.92817346E+02
    1720   1.720E+04     0.0048   1.000E+01   0.0000   0.0033   2.149E-16   2.36283793E-16   1.09450916E-30   2.92816287E+02
    1730   1.730E+04     0.0037   1.000E+01   0.0000   0.0033   2.132E-16   2.69279680E-16   6.06304250E-31   2.92815228E+02
    1740   1.740E+04     0.0037   1.000E+01   0.0000   0.0033   1.939E-16   3.14780031E-16   6.25120791E-31   2.92814169E+02
    1750   1.750E+04     0.0042   1.000E+01   0.0000   0.0033   1.214E-16   1.23273787E-16   5.86098202E-31   2.92813110E+02
    1760   1.760E+04     0.0039   1.000E+01   0.0000   0.0033   1.557E-16   2.92843007E-16   4.60663739E-31   2.92812051E+02
    1770   1.770E+04     0.0037   1.000E+01   0.0000   0.0033   1.784E-16   1.94505870E-16   5.58645822E-31   2.92810992E+02
    1780   1.780E+04     0.0037   1.000E+01   0.0000   0.0033   1.198E-16  -4.40583623E-16   5.41997500E-31   2.92809933E+02
    1790   1.790E+04     0.0037   1.000E+01   0.0000   0.0033   1.471E-16   3.64436490E-16   6.69416678E-31   2.92808875E+02
    1800   1.800E+04     0.0047   1.000E+01   0.0000   0.0033   2.063E-16   2.39066579E-16   6.68004350E-31   2.92807817E+02
    1810   1.810E+04     0.0061   1.000E+01   0.0000   0.0033   2.129E-16  -3.34657071E-17   8.93353095E-31   2.92806758E+02
    1820   1.820E+04     0.0037   1.000E+01   0.0000   0.0033   1.861E-16  -1.29236899E-16   6.64836367E-31   2.92805700E+02
    1830   1.830E+04     0.0055   1.000E+01   0.0000   0.0033   1.319E-16  -9.07115818E-18   4.32919899E-31   2.92804642E+02
    1840   1.840E+04     0.0039   1.000E+01   0.0000   0.0033   1.152E-16   6.95334993E-17   5.19985328E-31   2.92803584E+02
    1850   1.850E+04     0.0037   1.000E+01   0.0000   0.0033   1.894E-16  -2.11997665E-16   6.02051636E-31   2.92802526E+02
    1860   1.860E+04     0.0037   1.000E+01   0.0000   0.0033   1.917E-16  -2.97649636E-16   6.56608993E-31   2.92801468E+02
    1870   1.870E+04     0.0037   1.000E+01   0.0000   0.0033   1.838E-16   1.99131799E-16   7.70145196E-31   2.92800411E+02
    1880   1.880E+04     0.0037   1.000E+01   0.0000   0.0033   1.342E-16  -2.12612046E-16   6.54511681E-31   2.92799353E+02
    1890   1.890E+04     0.0040   1.000E+01   0.0000   0.0033   1.713E-16   1.58148957E-16   5.74657664E-31   2.92798296E+02
    1900   1.900E+04     0.0046   1.000E+01   0.0000   0.0033   1.568E-16   2.12973447E-16   5.89414162E-31   2.92797238E+02
    1910   1.910E+04     0.0041   1.000E+01   0.0000   0.0033   1.816E-16   9.70722345E-17   7.95213339E-31   2.92796181E+02
    1920   1.920E+04     0.0040   1.000E+01   0.0000   0.0033   1.041E-16  -4.49257240E-16   6.14570912E-31   2.92795124E+02
    1930   1.930E+04     0.0037   1.000E+01   0.0000   0.0033   1.422E-16   1.03577448E-16   5.09517765E-31   2.92794067E+02
    1940   1.940E+04     0.0037   1.000E+01   0.0000   0.0033   1.520E-16   3.90674183E-17   4.30061348E-31   2.92793010E+02
    1950   1.950E+04     0.0037   1.000E+01   0.0000   0.0033   2.138E-16   1.48535698E-16   7.63109659E-31   2.92791954E+02
    1960   1.960E+04     0.0037   1.000E+01   0.0000   0.0033   1.768E-16   4.31259484E-16   6.79349574E-31   2.92790897E+02
    1970   1.970E+04     0.0037   1.000E+01   0.0000   0.0033   1.708E-16   3.32524806E-16   8.02709859E-31   2.92789840E+02
    1980   1.980E+04     0.0037   1.000E+01   0.0000   0.0033   1.806E-16   2.82073265E-16   8.58311765E-31   2.92788784E+02
    1990   1.990E+04     0.0061   1.000E+01   0.0000   0.0033   1.244E-16  -1.68340457E-16   6.66632773E-31   2.92787728E+02
    2000   2.000E+04     0.0037   1.000E+01   0.0000   0.0033   1.959E-16  -1.98011457E-16   6.98831726E-31   2.92786671E+02
    2010   2.010E+04     0.0037   1.000E+01   0.0000   0.0034   2.193E-16   2.03793868E-16   8.20194109E-31   2.92785615E+02
    2020   2.020E+04     0.0037   1.000E+01   0.0000   0.0034   1.571E-16   2.40042361E-16   5.91976238E-31   2.92784559E+02
    2030   2.030E+04     0.0038   1.000E+01   0.0000   0.0034   1.782E-16   3.66098934E-17   6.15073626E-31   2.92783503E+02
